pincode,city,state,pickup,delivery,zone
246419,Ukhimath,Uttarakhand,Y,Y,d
246421,Rudraprayag,Uttarakhand,Y,Y,d
246422,#REF!,#REF!,N,N,d
246424,Chamoli,Uttarakhand,Y,Y,d
246425,Rudraprayag,Uttarakhand,Y,Y,d
246426,Chamoli,Uttarakhand,Y,Y,d
246427,Chamoli,Uttarakhand,Y,Y,d
246428,Gairsain,Uttarakhand,Y,Y,d
246429,Karnaprayag,Uttarakhand,Y,Y,d
246431,Chamoli,Uttarakhand,N,Y,d
246435,Chamoli,Uttarakhand,N,N,d
246439,Rudraprayag,Himachal Pradesh,N,N,d
246440,Gairsain,Uttarakhand,Y,Y,d
246441,Tharali,Uttarakhand,Y,Y,d
246442,#REF!,#REF!,N,N,d
246443,Joshimath,Uttarakhand,Y,Y,d
246444,Karnaprayag,Uttarakhand,Y,Y,d
246445,#REF!,#REF!,N,N,d
246446,Karnaprayag,Uttarakhand,Y,Y,d
246448,Rudraprayag,Uttarakhand,Y,Y,d
246449,Chamoli,Uttarakhand,Y,Y,d
246453,#REF!,#REF!,N,N,d
246455,Tharali,Uttarakhand,Y,Y,d
246469,Ukhimath,Uttarakhand,Y,Y,d
246471,MAIKHANDA,Uttarakhand,N,N,d
246472,Chamoli,Uttarakhand,Y,Y,d
246473,Chamoli,Uttarakhand,Y,Y,d
246474,Karnaprayag,Uttarakhand,Y,Y,d
246475,Rudraprayag,Uttarakhand,Y,Y,d
246481,Tharali,Uttarakhand,Y,Y,d
246482,Tharali,Uttarakhand,Y,Y,d
246483,Joshimath,Uttarakhand,Y,Y,d
246486,Chamoli,Uttarakhand,Y,Y,d
246487,Karnaprayag,Uttarakhand,Y,Y,d
246488,Chamoli,Uttarakhand,Y,Y,d
246495,Rudraprayag,Uttarakhand,Y,Y,d
246700,Bijnor,Uttar Pradesh,N,Y,d
246701,Bijnor,Uttar Pradesh,Y,Y,d
246721,Bijnor,Uttar Pradesh,Y,Y,d
246722,Afjalgarh,Uttar Pradesh,Y,Y,d
246723,Bijnor,Uttar Pradesh,Y,Y,d
246724,Nagina,Uttar Pradesh,Y,Y,d
246725,Chandpur,Uttar Pradesh,Y,Y,d
246726,Bijnor,Uttar Pradesh,Y,Y,d
246727,Kanth,Uttar Pradesh,Y,Y,d
246728,Bijnor,Uttar Pradesh,Y,Y,d
246729,Chandpur,Uttar Pradesh,Y,Y,d
246731,Bijnor,Uttar Pradesh,Y,Y,d
246732,Najibabad,Uttar Pradesh,Y,Y,d
246733,Dhampur,Uttar Pradesh,Y,Y,d
246734,Chandpur,Uttar Pradesh,Y,Y,d
246735,Chandpur,Uttar Pradesh,Y,Y,d
246736,Chandpur,Uttar Pradesh,Y,Y,d
246737,Chandpur,Uttar Pradesh,Y,Y,d
246738,Chandpur,Uttar Pradesh,Y,Y,d
246745,Kanth,Uttar Pradesh,Y,Y,d
246746,Kanth,Uttar Pradesh,Y,Y,d
246747,Dhampur,Uttar Pradesh,Y,Y,d
246748,Najibabad,Uttar Pradesh,N,N,d
246749,Najibabad,Uttar Pradesh,Y,Y,d
246751,Najibabad,Uttar Pradesh,N,N,d
246761,Dhampur,Uttar Pradesh,Y,Y,d
246762,Nagina,Uttar Pradesh,Y,Y,d
246763,Najibabad,Uttar Pradesh,Y,Y,d
246764,Bijnor,Uttar Pradesh,Y,Y,d
246765,Nagina,Uttar Pradesh,Y,Y,d
246767,Roorkee,Uttarakhand,N,N,d
246768,Najibabad,Uttar Pradesh,Y,Y,d
247001,Saharanpur,Uttar Pradesh,Y,Y,d
247002,Saharanpur,Uttar Pradesh,Y,Y,d
247111,Shaharanpur,Uttar Pradesh,N,N,d
247120,Behat,Uttar Pradesh,Y,Y,d
247121,Behat,Uttar Pradesh,Y,Y,d
247122,Behat,Uttar Pradesh,Y,Y,d
247129,Behat,Uttar Pradesh,Y,Y,d
247142,Nagina,Uttar Pradesh,N,N,d
247231,Saharanpur,Uttar Pradesh,Y,Y,d
247232,Saharanpur,Uttar Pradesh,Y,Y,d
247239,Saharanpur,Uttar Pradesh,Y,Y,d
247304,Moradabad,Uttar Pradesh,N,N,d
247323,Saharanpur,Uttar Pradesh,Y,Y,d
247325,Saharanpur,Uttar Pradesh,Y,Y,d
247340,Gangoh,Uttar Pradesh,Y,Y,d
247341,Gangoh,Uttar Pradesh,Y,Y,d
247342,Gangoh,Uttar Pradesh,Y,Y,d
247343,Nanauta,Uttar Pradesh,Y,Y,d
247344,Shaharanpur,Uttar Pradesh,N,N,d
247402,Saharanpur,Uttar Pradesh,Y,Y,d
247440,Khurja,Uttar Pradesh,N,N,d
247445,Khatauli,Uttar Pradesh,N,N,d
247451,Nanauta,Uttar Pradesh,Y,Y,d
247452,Nanauta,Uttar Pradesh,Y,Y,d
247453,Nanauta,Uttar Pradesh,Y,Y,d
247470,Roorkee,Uttarakhand,Y,Y,d
247551,Deoband,Uttar Pradesh,Y,Y,d
247552,#REF!,#REF!,N,N,d
247554,Deoband,Uttar Pradesh,Y,Y,d
247557,Saharanpur,Uttar Pradesh,N,N,d
247604,Haridwar,Uttarakhand,N,N,d
247607,Roorkee,Uttarakhand,N,N,d
247656,Roorkee,Uttarakhand,Y,Y,d
247658,#REF!,#REF!,N,N,d
247661,Chhutmalpur,Uttar Pradesh,Y,Y,d
247662,Chhutmalpur,Uttar Pradesh,Y,Y,d
247663,Laksar,Uttarakhand,Y,Y,d
247664,Roorkee,Uttarakhand,Y,Y,d
247665,Roorkee,Uttarakhand,Y,Y,d
247666,Roorkee,Uttarakhand,Y,Y,d
247667,Roorkee,Uttarakhand,Y,Y,d
247668,Roorkee,Uttarakhand,Y,Y,d
247669,Saharanpur,Uttar Pradesh,Y,Y,d
247670,Roorkee,Uttarakhand,Y,Y,d
247671,Laksar,Uttarakhand,Y,Y,d
247672,Saharanpur,Uttar Pradesh,Y,Y,d
247673,Saharanpur,Uttar Pradesh,Y,Y,d
247677,Roorkee,Uttarakhand,N,N,d
247694,Rudrapur,Uttarakhand,N,N,d
247769,Saharanpur,Uttar Pradesh,Y,Y,d
247771,Baraut,Uttar Pradesh,Y,Y,d
247772,Thanabhawan,Uttar Pradesh,Y,Y,d
247773,Shamli,Uttar Pradesh,Y,Y,d
247774,Kairana,Uttar Pradesh,Y,Y,d
247775,Kairana,Uttar Pradesh,Y,Y,d
247776,Shamli,Uttar Pradesh,Y,Y,d
247777,Thanabhawan,Uttar Pradesh,Y,Y,d
247778,Shamli,Uttar Pradesh,Y,Y,d
248000,Dehradun,Uttarakhand,N,N,d
248001,Dehradun,Uttarakhand,Y,Y,d
248002,Dehradun,Uttarakhand,Y,Y,d
248003,Dehradun,Uttarakhand,Y,Y,d
248004,Dehradun,Uttarakhand,Y,Y,d
248005,Dehradun,Uttarakhand,Y,Y,d
248006,Dehradun,Uttarakhand,Y,Y,d
248007,Dehradun,Uttarakhand,Y,Y,d
248008,Dehradun,Uttarakhand,Y,Y,d
248009,Dehradun,Uttarakhand,Y,Y,d
248010,Dehradun,Uttarakhand,Y,Y,d
248011,Dehradun,Uttarakhand,Y,Y,d
248012,Dehradun,Uttarakhand,Y,Y,d
248013,Dehradun,Uttarakhand,Y,Y,d
248014,Dehradun,Uttarakhand,Y,Y,d
248015,Dehradun,Uttarakhand,Y,Y,d
248016,Doiwala,Uttarakhand,Y,Y,d
248017,Dehradun,Uttarakhand,N,N,d
248018,Dehradun,Uttarakhand,Y,Y,d
248019,Dehradun,Uttarakhand,Y,Y,d
248027,Keshowala,Uttarakhand,N,N,d
248101,Dehradun,Uttarakhand,N,N,d
248102,Dehradun,Uttarakhand,Y,Y,d
248110,Dehradun,Uttarakhand,Y,Y,d
248114,Dehradun,Uttarakhand,N,N,d
248115,Dehradun,Uttarakhand,Y,Y,d
248116,Dehradun,Uttarakhand,N,Y,d
248121,Dehradun,Uttarakhand,Y,Y,d
248122,Mussoorie,Uttarakhand,Y,Y,d
248123,Chakrata,Uttarakhand,Y,Y,d
248124,Dehradun,Uttarakhand,N,N,d
248125,Herbertpur,Uttarakhand,Y,Y,d
248126,Dehradun,Uttarakhand,Y,Y,d
248140,Doiwala,Uttarakhand,Y,Y,d
248141,Dehradun,Uttarakhand,Y,Y,d
248142,Herbertpur,Uttarakhand,Y,Y,d
248143,Doiwala,Uttarakhand,Y,Y,d
248144,DEHRADUN,UTTARAKHAND,N,N,d
248145,Rishikesh,Uttarakhand,Y,Y,d
248146,Dehradun,Uttarakhand,Y,Y,d
248147,Dehradun,Uttarakhand,Y,Y,d
248148,Dehradun,Uttarakhand,N,N,d
248152,Dehradun,Uttarakhand,N,N,d
248158,Dehradun,Uttarakhand,N,N,d
248159,Herbertpur,Uttarakhand,Y,Y,d
248160,Dehradun,Uttarakhand,Y,Y,d
248161,Dehradun,Uttarakhand,Y,Y,d
248165,Dehradun,Uttarakhand,N,N,d
248167,Dehradun,Uttarakhand,N,N,d
248171,Dehradun,Uttarakhand,Y,Y,d
248179,Mussoorie,Uttarakhand,Y,Y,d
248191,Dehradun,Uttarakhand,N,N,d
248195,Dehradun,Uttarakhand,Y,Y,d
248196,Chakrata,Uttarakhand,Y,Y,d
248197,Dehradun,Uttarakhand,Y,Y,d
248198,Herbertpur,Uttarakhand,Y,Y,d
248199,Dehradun,Uttarakhand,N,N,d
248201,Dehradun,Uttarakhand,Y,Y,d
248202,Doiwala,Uttarakhand,Y,Y,d
248203,Dehradun,Uttarakhand,N,N,d
249001,Tehri,Uttarakhand,Y,Y,d
249103,Rishikesh,Uttarakhand,N,N,d
249104,Rishikesh,Uttarakhand,N,N,d
249121,#REF!,#REF!,N,N,d
249122,Pauri,Uttarakhand,Y,Y,d
249123,Tehri,Uttarakhand,N,N,d
249124,Tehri,Uttarakhand,Y,Y,d
249125,#REF!,#REF!,N,N,d
249126,Srinagar-Uk,Uttarakhand,Y,Y,d
249127,#REF!,#REF!,N,N,d
249128,#REF!,#REF!,N,N,d
249130,Tehri,Uttarakhand,N,N,d
249131,Uttarkashi,Uttarakhand,N,N,d
249132,Uttarkashi,Uttarakhand,Y,Y,d
249135,#REF!,#REF!,N,N,d
249136,#REF!,#REF!,N,N,d
249137,Rishikesh,Uttarakhand,Y,Y,d
249141,Barkot,Uttarakhand,N,N,d
249145,Tehri,Uttarakhand,Y,Y,d
249146,#REF!,#REF!,N,N,d
249151,Uttarkashi,Uttarakhand,Y,Y,d
249152,Geonla,Uttarakhand,N,N,d
249155,Ghansali,Uttarakhand,Y,Y,d
249161,Srinagar-UK,Uttarakhand,Y,Y,d
249165,#REF!,#REF!,N,N,d
249171,Uttarkashi,Uttarakhand,N,N,d
249175,Rishikesh,Uttarakhand,Y,Y,d
249180,#REF!,#REF!,N,N,d
249181,#REF!,#REF!,N,N,d
249185,Purola,Uttarakhand,N,N,d
249186,#REF!,#REF!,N,N,d
249192,Dehradun,Uttarakhand,N,N,d
249193,Uttarkashi,Uttarakhand,Y,Y,d
249194,Uttarkashi,Uttarakhand,Y,Y,d
249196,Uttarkashi,Uttarakhand,Y,Y,d
249199,Tehri Garhwal,Uttarakhand,N,N,d
249201,Rishikesh,Uttarakhand,Y,Y,d
249202,Rishikesh,Uttarakhand,Y,Y,d
249203,Rishikesh,Uttarakhand,Y,Y,d
249204,Rishikesh,Uttarakhand,Y,Y,d
249205,Rishikesh,Uttarakhand,Y,Y,d
249206,RISHIKESH,Uttarakhand,N,N,d
249301,Pauri,Uttarakhand,Y,Y,d
249302,Rishikesh,Uttarakhand,Y,Y,d
249304,Rishikesh,Uttarakhand,Y,Y,d
249306,Haridwar,Uttarakhand,Y,Y,d
249401,Haridwar,Uttarakhand,Y,Y,d
249402,Haridwar,Uttarakhand,Y,Y,d
249403,Haridwar,Uttarakhand,Y,Y,d
249404,Haridwar,Uttarakhand,Y,Y,d
249405,Roorkee,Uttarakhand,Y,Y,d
249406,Haridwar,Uttarakhand,Y,Y,d
249407,Haridwar,Uttarakhand,Y,Y,d
249408,Haridwar,Uttarakhand,Y,Y,d
249409,Haridwar,Uttarakhand,Y,Y,d
249410,Haridwar,Uttarakhand,Y,Y,d
249411,Haridwar,Uttarakhand,Y,Y,d
249413,Haridwar,Uttarakhand,N,N,d
250000,Meerut,Uttar Pradesh,N,N,d
250001,Meerut,Uttar Pradesh,Y,Y,d
250002,Meerut,Uttar Pradesh,Y,Y,d
250003,Meerut,Uttar Pradesh,Y,Y,d
250004,Meerut,Uttar Pradesh,Y,Y,d
250005,Meerut,Uttar Pradesh,Y,Y,d
250006,Meerut,Uttar Pradesh,Y,Y,d
250007,Meerut,Uttar Pradesh,Y,Y,d
250010,Meerut,Uttar Pradesh,Y,Y,d
250013,Meerut,Uttar Pradesh,Y,Y,d
250020,Meerut,Uttar Pradesh,Y,Y,d
250101,Baghpat,Uttar Pradesh,Y,Y,d
250102,Meerut,Uttar Pradesh,Y,Y,d
250103,Meerut,Uttar Pradesh,Y,Y,d
250104,Meerut,Uttar Pradesh,Y,Y,d
250105,Meerut,Uttar Pradesh,Y,Y,d
250106,Meerut,Uttar Pradesh,Y,Y,d
250110,Daurala,Uttar Pradesh,Y,Y,d
250117,Meerut,Uttar Pradesh,N,N,d
250134,Meerut,Uttar Pradesh,Y,Y,d
250205,Modinagar,Uttar Pradesh,Y,Y,d
250211,Modinagar,Uttar Pradesh,N,N,d
250221,Daurala,Uttar Pradesh,Y,Y,d
250222,Daurala,Uttar Pradesh,Y,Y,d
250223,Daurala,Uttar Pradesh,Y,Y,d
250233,Meerut,Uttar Pradesh,N,N,d
250341,Meerut,Uttar Pradesh,Y,Y,d
250342,Daurala,Uttar Pradesh,Y,Y,d
250344,Daurala,Uttar Pradesh,Y,Y,d
250345,Baraut,Uttar Pradesh,Y,Y,d
250401,Mawana,Uttar Pradesh,Y,Y,d
250402,Mawana,Uttar Pradesh,Y,Y,d
250403,Meerut,Uttar Pradesh,Y,Y,d
250404,Mawana,Uttar Pradesh,Y,Y,d
250406,Mawana,Uttar Pradesh,Y,Y,d
250501,Meerut,Uttar Pradesh,Y,Y,d
250502,Meerut,Uttar Pradesh,Y,Y,d
250515,Baraut,Uttar Pradesh,Y,Y,d
250601,Baghpat,Uttar Pradesh,Y,Y,d
250602,Daurala,Uttar Pradesh,Y,Y,d
250604,Ambuj Nagar,Uttar Pradesh,Y,Y,d
250606,Baghpat,Uttar Pradesh,Y,Y,d
250609,Baghpat,Uttar Pradesh,Y,Y,d
250611,Baraut,Uttar Pradesh,Y,Y,d
250612,Baraut,Uttar Pradesh,Y,Y,d
250615,Baghpat,Uttar Pradesh,Y,Y,d
250617,Baraut,Uttar Pradesh,Y,Y,d
250619,Baraut,Uttar Pradesh,Y,Y,d
250620,Baraut,Uttar Pradesh,Y,Y,d
250621,Baraut,Uttar Pradesh,Y,Y,d
250622,Baraut,Uttar Pradesh,Y,Y,d
250623,Baraut,Uttar Pradesh,Y,Y,d
250625,Baraut,Uttar Pradesh,Y,Y,d
250626,Baghpat,Uttar Pradesh,Y,Y,d
250645,Baraut,Uttar Pradesh,Y,Y,d
251001,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251002,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251003,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251201,Khatauli,Uttar Pradesh,Y,Y,d
251202,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251203,Khatauli,Uttar Pradesh,Y,Y,d
251210,Muzaffarnagar,Uttar Pradesh,N,Y,d
251301,Thanabhawan,Uttar Pradesh,Y,Y,d
251305,Budhana,Uttar Pradesh,Y,Y,d
251306,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251307,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251308,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251309,Budhana,Uttar Pradesh,Y,Y,d
251310,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251311,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251314,Khatauli,Uttar Pradesh,Y,Y,d
251315,Khatauli,Uttar Pradesh,Y,Y,d
251316,Muzaffarnagar,Uttar Pradesh,Y,Y,d
251318,Budhana,Uttar Pradesh,Y,Y,d
251319,Shamli,Uttar Pradesh,Y,Y,d
251320,Mawana,Uttar Pradesh,Y,Y,d
251327,Deoband,Uttar Pradesh,Y,Y,d
252525,BUDAUN,Uttar Pradesh,N,N,d
261001,Sitapur,Uttar Pradesh,Y,Y,d
261121,Maholi,Uttar Pradesh,Y,Y,d
261125,Sitapur,Uttar Pradesh,Y,Y,d
261131,Sitapur,Uttar Pradesh,Y,Y,d
261135,Laharpur,Uttar Pradesh,Y,Y,d
261136,Laharpur,Uttar Pradesh,Y,Y,d
261141,Maholi,Uttar Pradesh,Y,Y,d
261145,Biswan,Uttar Pradesh,Y,Y,d
261151,Maholi,Uttar Pradesh,Y,Y,d
261201,Biswan,Uttar Pradesh,Y,Y,d
261202,Biswan,Uttar Pradesh,Y,Y,d
261203,Fatehpur-UP,Uttar Pradesh,Y,Y,d
261204,Fatehpur-Up,Uttar Pradesh,Y,Y,d
261205,Biswan,Uttar Pradesh,Y,Y,d
261206,Biswan,Uttar Pradesh,Y,Y,d
261207,Laharpur,Uttar Pradesh,Y,Y,d
261208,Laharpur,Uttar Pradesh,Y,Y,d
261301,Sidhauli,Uttar Pradesh,Y,Y,d
261302,Sidhauli,Uttar Pradesh,Y,Y,d
261303,Sidhauli,Uttar Pradesh,Y,Y,d
261304,#REF!,#REF!,N,N,d
261305,Mahmudabad,Uttar Pradesh,N,N,d
261401,Mishrikh,Uttar Pradesh,Y,Y,d
261402,Mishrikh,Uttar Pradesh,Y,Y,d
261403,SIDHAULI,Uttar Pradesh,Y,Y,d
261404,Sitapur,Uttar Pradesh,Y,Y,d
261405,Sitapur,Uttar Pradesh,Y,Y,d
261501,Lakhimpur,Uttar Pradesh,Y,Y,d
261502,Dhaurahara,Uttar Pradesh,Y,Y,d
261505,Mohammadi,Uttar Pradesh,Y,Y,d
261506,Lakhimpur,Uttar Pradesh,Y,Y,d
262001,Pilibhit,Uttar Pradesh,Y,Y,d
262121,Sitarganj,Uttarakhand,Y,Y,d
262122,Puranpur,Uttar Pradesh,Y,Y,d
262123,Kashipur,Uttarakhand,Y,Y,d
262124,Puranpur,Uttar Pradesh,Y,Y,d
262201,Bisalpur,Uttar Pradesh,Y,Y,d
262202,Bisalpur,Uttar Pradesh,Y,Y,d
262203,Pilibhit,Uttar Pradesh,Y,Y,d
262301,Pilibhit,Uttar Pradesh,N,N,d
262302,Pilibhit,Uttar Pradesh,Y,Y,d
262305,Pilibhit,Uttar Pradesh,Y,Y,d
262308,Khatima,Uttarakhand,Y,Y,d
262309,Tanakpur,Uttarakhand,Y,Y,d
262310,Tanakpur,Uttarakhand,Y,Y,d
262311,Sitarganj,Uttarakhand,Y,Y,d
262401,Kashipur,Uttarakhand,Y,Y,d
262402,Haldwani,Uttarakhand,Y,Y,d
262403,Pantnagar,Uttarakhand,N,Y,d
262404,Nainital,Uttarakhand,N,N,d
262405,Sitarganj,Uttarakhand,Y,Y,d
262406,Nawabganj-UP,Uttar Pradesh,Y,Y,d
262407,Nawabganj-UP,Uttar Pradesh,Y,Y,d
262410,Nawabganj-Up,Uttar Pradesh,Y,Y,d
262411,Baheri,Uttar Pradesh,Y,Y,d
262412,Nawabganj,Uttar Pradesh,N,Y,d
262501,Pithoragarh,Uttarakhand,Y,Y,d
262502,Pithoragarh,Uttarakhand,Y,Y,d
262505,Nawabganj,Uttar Pradesh,N,Y,d
262520,Pithoragarh,Uttarakhand,Y,Y,d
262521,Pithoragarh,Uttarakhand,Y,Y,d
262522,Pithoragarh,Uttarakhand,Y,Y,d
262523,Lohaghat,Uttarakhand,Y,Y,d
262524,Lohaghat,Uttarakhand,Y,Y,d
262525,Lohaghat,Uttarakhand,Y,Y,d
262526,#REF!,#REF!,N,N,d
262527,Lohaghat,Uttarakhand,Y,Y,d
262528,Lohaghat,Uttarakhand,Y,Y,d
262529,#REF!,#REF!,N,N,d
262530,Pithoragarh,Uttarakhand,Y,Y,d
262531,Berinag,Uttarakhand,Y,Y,d
262532,Berinag,Uttarakhand,Y,Y,d
262533,Berinag,Uttarakhand,Y,Y,d
262534,Berinag,Uttarakhand,Y,Y,d
262540,Pithoragarh,Uttarakhand,Y,Y,d
262541,#REF!,#REF!,N,N,d
262542,Pithoragarh,Uttarakhand,Y,Y,d
262543,Didihat,Uttarakhand,Y,Y,d
262544,Dharchula,Uttarakhand,Y,Y,d
262545,Pithoragarh,Uttarakhand,Y,Y,d
262546,#REF!,#REF!,N,N,d
262547,#REF!,#REF!,N,N,d
262550,Didihat,Uttarakhand,Y,Y,d
262551,Didihat,Uttarakhand,Y,Y,d
262552,Didihat,Uttarakhand,Y,Y,d
262553,Munsyari,Uttarakhand,Y,Y,d
262554,Munsyari,Uttarakhand,Y,Y,d
262555,#REF!,#REF!,N,N,d
262561,Pithoragarh,Uttarakhand,N,N,d
262572,#REF!,#REF!,N,N,d
262576,Dharchula,Uttarakhand,Y,Y,d
262580,Lohaghat,Uttarakhand,Y,Y,d
262701,Lakhimpur,Uttar Pradesh,Y,Y,d
262702,Lakhimpur,Uttar Pradesh,Y,Y,d
262721,Lakhimpur,Uttar Pradesh,Y,Y,d
262722,Dhaurahara,Uttar Pradesh,Y,Y,d
262723,Dhaurahara,Uttar Pradesh,Y,Y,d
262724,Dhaurahara,Uttar Pradesh,Y,Y,d
262725,Lakhimpur,Uttar Pradesh,Y,Y,d
262726,Lakhimpur,Uttar Pradesh,Y,Y,d
262727,Maholi,Uttar Pradesh,Y,Y,d
262728,Lakhimpur,Uttar Pradesh,Y,Y,d
262800,Lakhimpur Kheri,Uttar Pradesh,N,N,d
262801,Gola,Uttar Pradesh,Y,Y,d
262802,Gola,Uttar Pradesh,Y,Y,d
262803,Khutar,Uttar Pradesh,Y,Y,d
262804,Mohammadi,Uttar Pradesh,Y,Y,d
262805,Gola,Uttar Pradesh,Y,Y,d
262901,Bailaha,Uttar Pradesh,Y,Y,d
262902,Bailaha,Uttar Pradesh,Y,Y,d
262903,Nighasan,Uttar Pradesh,Y,Y,d
262904,Bailaha,Uttar Pradesh,Y,Y,d
262905,Nighasan,Uttar Pradesh,Y,Y,d
262906,Nighasan,Uttar Pradesh,Y,Y,d
262907,Nighasan,Uttar Pradesh,Y,Y,d
262908,Nighasan,Uttar Pradesh,Y,Y,d
263001,Nainital,Uttarakhand,Y,Y,d
263002,Nainital,Uttarakhand,Y,Y,d
263126,Haldwani,Uttarakhand,Y,Y,d
263127,Nainital,Uttarakhand,Y,Y,d
263128,Nainital,Uttarakhand,Y,Y,d
263129,Haldwani,Uttarakhand,Y,Y,d
263131,Nainital,Uttarakhand,Y,Y,d
263132,Dhari,Uttarakhand,N,N,d
263134,Ranikhet,Uttarakhand,N,Y,d
263135,Nainital,Uttarakhand,Y,Y,d
263136,Bhimtal,Uttarakhand,Y,Y,d
263139,Haldwani,Uttarakhand,Y,Y,d
263140,Haldwani,Uttarakhand,Y,Y,d
263141,HALDWANI,Uttarakhand,Y,Y,d
263142,Rudrapur,Uttarakhand,Y,Y,d
263143,Rudrapur,Uttarakhand,Y,Y,d
263145,Rudrapur,Uttarakhand,Y,Y,d
263146,Rudrapur,Uttarakhand,Y,Y,d
263147,Rudrapur,Uttarakhand,Y,Y,d
263148,Rudrapur,Uttarakhand,Y,Y,d
263149,Rudrapur,Uttarakhand,Y,Y,d
263150,Kashipur,Uttarakhand,Y,Y,d
263151,Sitarganj,Uttarakhand,Y,Y,d
263152,Rudrapur,Uttarakhand,Y,Y,d
263153,Rudrapur,Uttarakhand,Y,Y,d
263154,Rudrapur,Uttarakhand,Y,Y,d
263155,Nainital,Bhimtal,N,Y,d
263156,Bhimtal,Uttarakhand,Y,Y,d
263157,#REF!,#REF!,N,N,d
263158,Nainital,Uttarakhand,N,N,d
263159,Ramnagar,Uttarakhand,Y,Y,d
263160,Rudrapur,Uttarakhand,Y,Y,d
263161,Rudrapur,Uttarakhand,N,N,d
263164,Chhoi,Uttarakhand,N,N,d
263165,Rudrapur,Uttarakhand,N,N,d
263301,Nainital,Uttarakhand,N,N,d
263401,Kashipur,Uttarakhand,Y,Y,d
263601,Almora,Uttarakhand,Y,Y,d
263619,Bageshwar,Uttarakhand,N,N,d
263620,Almora,Uttarakhand,Y,Y,d
263621,Dwarahat,Uttarakhand,Y,Y,d
263622,Danya,Uttarakhand,Y,Y,d
263623,Almora,Uttarakhand,Y,Y,d
263624,Almora,Uttarakhand,Y,Y,d
263625,Almora,Uttarakhand,N,N,d
263626,#REF!,#REF!,N,N,d
263628,Bageshwar,Uttarakhand,N,N,d
263629,Chhani Lwesal,Uttarakhand,N,N,d
263630,Bageshwar,Uttarakhand,Y,Y,d
263631,#REF!,#REF!,N,N,d
263632,Bageshwar,Uttarakhand,Y,Y,d
263633,#REF!,#REF!,N,N,d
263634,Bageshwar,Uttarakhand,Y,Y,d
263635,Bageshwar,Uttarakhand,N,N,d
263636,Almora,Uttarakhand,Y,Y,d
263637,Someshwar,Uttarakhand,Y,Y,d
263638,Someshwar,Uttarakhand,Y,Y,d
263639,Someshwar,Uttarakhand,Y,Y,d
263640,Bageshwar,Uttarakhand,N,N,d
263641,Baijnath-UK,Uttarakhand,Y,Y,d
263642,Bageshwar,Uttarakhand,Y,Y,d
263643,Almora,Uttarakhand,Y,Y,d
263645,Ranikhet,Uttarakhand,Y,Y,d
263646,Ranikhet,Uttarakhand,Y,Y,d
263651,Ranikhet,Uttarakhand,Y,Y,d
263652,Ranikhet,Uttarakhand,Y,Y,d
263653,Dwarahat,Uttarakhand,Y,Y,d
263655,Ranikhet,Uttarakhand,Y,Y,d
263656,Dwarahat,Uttarakhand,Y,Y,d
263658,Chaukhutia,Uttarakhand,N,N,d
263659,Almora,Uttarakhand,Y,Y,d
263660,#REF!,#REF!,N,N,d
263661,Almora,Uttarakhand,Y,Y,d
263663,Ranikhet,Uttarakhand,Y,Y,d
263664,Almora,Uttarakhand,N,N,d
263665,#REF!,#REF!,N,N,d
263667,Almora,Uttarakhand,Y,Y,d
263676,Almora,Uttarakhand,N,N,d
263678,#REF!,#REF!,N,N,d
263679,Bageshwar,Uttarakhand,N,N,d
263680,#REF!,#REF!,N,N,d
266005,Lucknow,Uttar Pradesh,N,N,d
267159,Mirzapur,Uttar Pradesh,N,N,d
269869,Unnao,Uttar Pradesh,N,N,d
270016,Gorakhpur,Uttar Pradesh,N,N,d
270033,Mahrajganj,Uttar Pradesh,N,N,d
271001,Gonda,Uttar Pradesh,Y,Y,d
271002,Gonda,Uttar Pradesh,Y,Y,d
271003,Gonda,Uttar Pradesh,Y,Y,d
271006,Gonda,Uttar Pradesh,N,Y,d
271122,Gonda,Uttar Pradesh,Y,Y,d
271123,Gonda,Uttar Pradesh,Y,Y,d
271124,Nawabganj,Uttar Pradesh,Y,Y,d
271125,Gonda,Uttar Pradesh,Y,Y,d
271126,Colonejganj,Uttar Pradesh,Y,Y,d
271127,Colonejganj,Uttar Pradesh,Y,Y,d
271128,Sumerpur,Rajasthan,Y,Y,d
271129,Nawabganj,Uttar Pradesh,Y,Y,d
271130,Mankapur,Uttar Pradesh,N,N,d
271201,Balrampur,Uttar Pradesh,Y,Y,d
271202,Gonda,Uttar Pradesh,Y,Y,d
271203,TULSIPUR,Uttar Pradesh,Y,Y,d
271204,Itia Thok,Uttar Pradesh,Y,Y,d
271205,Balrampur,Uttar Pradesh,Y,Y,d
271206,Pachperwa,Uttar Pradesh,Y,Y,d
271207,Balrampur,Uttar Pradesh,Y,Y,d
271208,Tulsipur,Uttar Pradesh,Y,Y,d
271209,Itia Thok,Uttar Pradesh,Y,Y,d
271210,Tulsipur,Uttar Pradesh,Y,Y,d
